period,from_location,from_operation,to_location,to_operation,flow,distance,mhc,flow_cost
3,8,12,10,11,3.0,2.0,4.0,24.0
3,8,12,14,11,13.0,2.0,4.0,104.0
3,9,12,10,11,22.0,1.0,4.0,88.0
3,10,11,22,999,25.0,2.5,4.0,250.0
3,11,2,13,12,8.0,2.0,4.0,64.0
3,11,2,17,12,7.0,2.0,4.0,56.0
3,12,2,8,12,1.0,2.0,4.0,8.0
3,12,2,13,12,14.0,1.0,4.0,56.0
3,13,12,14,11,7.0,1.0,4.0,28.0
3,13,12,15,17,15.0,2.0,4.0,120.0
3,14,11,22,999,20.0,3.5,4.0,280.0
3,15,17,22,999,15.0,2.5,4.0,150.0
3,16,2,17,12,15.0,1.0,4.0,60.0
3,17,12,19,11,22.0,2.0,4.0,176.0
3,19,11,20,8,22.0,1.0,4.0,88.0
3,20,8,22,999,22.0,3.5,4.0,308.0
3,21,0,1,2,15.0,3.5,4.0,210.0
3,21,0,6,2,20.0,2.5,4.0,200.0
3,21,0,7,2,20.0,3.5,4.0,280.0
3,21,0,11,2,15.0,2.5,4.0,150.0
3,21,0,12,2,15.0,3.5,4.0,210.0
3,21,0,16,2,15.0,3.5,4.0,210.0
4,1,2,2,12,15.0,1.0,4.0,60.0
4,2,12,3,11,22.0,1.0,4.0,88.0
4,3,11,4,8,24.0,1.0,4.0,96.0
4,3,11,22,999,1.0,5.5,4.0,22.0
4,4,8,22,999,24.0,4.5,4.0,432.0
4,6,2,2,12,7.0,2.0,4.0,56.0
4,6,2,8,12,13.0,2.0,4.0,104.0
4,7,2,9,12,18.0,2.0,4.0,144.0
4,8,12,3,11,3.0,1.0,4.0,12.0
4,8,12,10,11,7.0,2.0,4.0,56.0
4,8,12,14,11,3.0,2.0,4.0,24.0
4,9,12,10,11,18.0,1.0,4.0,72.0
4,10,11,22,999,25.0,2.5,4.0,250.0
4,11,2,13,12,15.0,2.0,4.0,120.0
4,12,2,13,12,7.0,1.0,4.0,28.0
4,13,12,14,11,22.0,1.0,4.0,88.0
4,14,11,15,8,24.0,1.0,4.0,96.0
4,14,11,22,999,1.0,3.5,4.0,14.0
4,15,8,22,999,24.0,2.5,4.0,240.0
4,16,2,17,12,15.0,1.0,4.0,60.0
4,17,12,19,11,15.0,2.0,4.0,120.0
4,19,11,20,8,12.0,1.0,4.0,48.0
4,19,11,22,999,3.0,4.5,4.0,54.0
4,20,8,22,999,12.0,3.5,4.0,168.0
4,21,0,1,2,15.0,3.5,4.0,210.0
4,21,0,6,2,20.0,2.5,4.0,200.0
4,21,0,7,2,18.0,3.5,4.0,252.0
4,21,0,11,2,15.0,2.5,4.0,150.0
4,21,0,12,2,7.0,3.5,4.0,98.0
4,21,0,16,2,15.0,3.5,4.0,210.0
